Deal_ID,Region,Customer_Segment,Deal_Stage,Lead_Source,Engagement_Score,Deal_Creation_Date,Deal_Closure_Date,Deal_Size,MRR,ARR,Salesperson
OPP-776,EMEA,Commercial,Negotiation,Outbound,1.32,2023-11-03,2025-03-18,39157.33,3263.11,39157.33,EMEA-Commercial-3
OPP-777,EMEA,Commercial,Negotiation,Event,1.58,2024-04-27,2024-08-16,35506.62,2958.89,35506.62,EMEA-Commercial-1
OPP-778,EMEA,Commercial,Proposal Sent,Inbound,2.88,2023-03-01,2023-07-30,23230.21,1935.85,23230.21,EMEA-Commercial-1
OPP-779,EMEA,Commercial,Negotiation,Marketing Campaign,9.88,2023-10-22,2024-11-10,27091.57,2257.63,27091.57,EMEA-Commercial-2
OPP-780,EMEA,Commercial,Proposal Sent,Partner,9.34,2024-09-21,2025-12-31,21491.5,1790.96,21491.5,EMEA-Commercial-3
OPP-781,EMEA,Commercial,Proposal Sent,Event,8.95,2023-08-27,,33229.62,2769.14,33229.62,EMEA-Commercial-1
OPP-782,EMEA,Commercial,Qualified,Inbound,6.63,2023-05-01,,39481.44,3290.12,39481.44,EMEA-Commercial-3
OPP-783,EMEA,Commercial,Negotiation,Outbound,1.41,2023-12-25,2024-04-10,20183.27,1681.94,20183.27,EMEA-Commercial-2
OPP-784,EMEA,Commercial,Qualified,Inbound,8.11,2023-11-12,2024-11-25,15282.43,1273.54,15282.43,EMEA-Commercial-2
OPP-785,EMEA,Commercial,Qualified,Inbound,4.56,2024-08-05,2023-04-01,34175.82,2847.99,34175.82,EMEA-Commercial-1
OPP-786,EMEA,Commercial,Qualified,Event,9.3,2024-05-05,,35801.07,2983.42,35801.07,EMEA-Commercial-2
OPP-787,EMEA,Commercial,Negotiation,Outbound,6.64,2024-07-03,,34931.36,2910.95,34931.36,EMEA-Commercial-2
OPP-788,EMEA,Commercial,Closed Won,Marketing Campaign,1.5,2024-06-17,2024-11-08,26561.75,2213.48,26561.75,EMEA-Commercial-1
OPP-789,EMEA,Commercial,Qualified,Outbound,3.99,2023-12-29,2023-12-03,28879.43,2406.62,28879.43,EMEA-Commercial-1
OPP-790,EMEA,Commercial,Qualified,Marketing Campaign,6.64,2023-06-19,2025-04-08,22011.5,1834.29,22011.5,EMEA-Commercial-2
OPP-791,EMEA,Commercial,Qualified,Event,3.77,2023-11-19,,19684.47,1640.37,19684.47,EMEA-Commercial-1
OPP-792,EMEA,Commercial,Qualified,Event,4.34,2023-11-06,2024-10-12,21787.44,1815.62,21787.44,EMEA-Commercial-1
OPP-793,EMEA,Commercial,Proposal Sent,Inbound,2.82,2023-04-05,2023-03-24,19375.32,1614.61,19375.32,EMEA-Commercial-3
OPP-794,EMEA,Commercial,Closed Won,Inbound,4.06,2024-05-10,,34975.63,2914.64,34975.63,EMEA-Commercial-1
OPP-795,EMEA,Commercial,Negotiation,Inbound,8.85,2024-06-12,2023-10-30,28090.7,2340.89,28090.7,EMEA-Commercial-3
OPP-796,EMEA,Commercial,Qualified,Outbound,8.78,2023-04-29,2023-05-02,20129.68,1677.47,20129.68,EMEA-Commercial-2
OPP-797,EMEA,Commercial,Proposal Sent,Inbound,5.2,2023-02-17,2024-11-01,32176.31,2681.36,32176.31,EMEA-Commercial-3
OPP-798,EMEA,Commercial,Negotiation,Partner,2.89,2023-07-25,2024-08-20,15562.01,1296.83,15562.01,EMEA-Commercial-1
OPP-799,EMEA,Commercial,Negotiation,Partner,3.45,2023-06-11,2023-03-04,28306.9,2358.91,28306.9,EMEA-Commercial-2
OPP-800,EMEA,Commercial,Proposal Sent,Inbound,5.88,2024-07-16,2023-11-17,38957.45,3246.45,38957.45,EMEA-Commercial-1
OPP-801,EMEA,Commercial,Closed Won,Outbound,2.54,2023-11-15,2024-12-25,38581.95,3215.16,38581.95,EMEA-Commercial-2
OPP-802,EMEA,Commercial,Qualified,Inbound,9.13,2023-02-21,2023-05-22,28514.43,2376.2,28514.43,EMEA-Commercial-1
OPP-803,EMEA,Commercial,Proposal Sent,Partner,9.02,2024-10-06,,17152.99,1429.42,17152.99,EMEA-Commercial-1
OPP-804,EMEA,Commercial,Negotiation,Inbound,8.36,2024-12-31,,32484.14,2707.01,32484.14,EMEA-Commercial-1
OPP-805,EMEA,Commercial,Qualified,Marketing Campaign,7.88,2024-08-04,2025-09-17,35232.5,2936.04,35232.5,EMEA-Commercial-1
OPP-806,EMEA,Commercial,Proposal Sent,Partner,7.9,2024-04-26,2024-05-04,17431.57,1452.63,17431.57,EMEA-Commercial-2
OPP-807,EMEA,Commercial,Closed Won,Inbound,4.27,2023-07-07,2024-12-08,18593.04,1549.42,18593.04,EMEA-Commercial-3
OPP-808,EMEA,Commercial,Closed Won,Outbound,1.27,2024-05-01,2025-10-08,34719.47,2893.29,34719.47,EMEA-Commercial-3
OPP-809,EMEA,Commercial,Qualified,Event,6.44,2023-05-11,2025-05-11,26531.04,2210.92,26531.04,EMEA-Commercial-1
OPP-810,EMEA,Commercial,Negotiation,Inbound,6.85,2023-11-06,2025-05-01,35438.82,2953.24,35438.82,EMEA-Commercial-3
OPP-811,EMEA,Commercial,Qualified,Inbound,2.43,2024-05-08,2024-12-29,29763.4,2480.28,29763.4,EMEA-Commercial-3
OPP-812,EMEA,Commercial,Negotiation,Outbound,9.82,2024-08-03,,20205.95,1683.83,20205.95,EMEA-Commercial-3
OPP-813,EMEA,Commercial,Qualified,Partner,1.7,2024-12-29,2025-10-24,28613.17,2384.43,28613.17,EMEA-Commercial-2
OPP-814,EMEA,Commercial,Proposal Sent,Inbound,1.88,2024-03-31,2025-05-12,17858.07,1488.17,17858.07,EMEA-Commercial-2
OPP-815,EMEA,Commercial,Qualified,Event,7.94,2024-01-24,2023-06-06,16740.19,1395.02,16740.19,EMEA-Commercial-2
OPP-816,EMEA,Commercial,Closed Won,Event,9.13,2024-10-13,,17263.33,1438.61,17263.33,EMEA-Commercial-3
OPP-817,EMEA,Commercial,Negotiation,Outbound,3.62,2024-09-22,2024-03-07,33926.94,2827.25,33926.94,EMEA-Commercial-1
OPP-818,EMEA,Commercial,Closed Won,Inbound,8.15,2024-11-26,2025-07-10,20141.54,1678.46,20141.54,EMEA-Commercial-1
OPP-819,EMEA,Commercial,Closed Won,Marketing Campaign,6.24,2024-09-18,,32944.78,2745.4,32944.78,EMEA-Commercial-3
OPP-820,EMEA,Commercial,Qualified,Inbound,4.32,2024-07-16,,25104.94,2092.08,25104.94,EMEA-Commercial-1
OPP-821,EMEA,Commercial,Proposal Sent,Marketing Campaign,1.99,2023-10-16,,15021.08,1251.76,15021.08,EMEA-Commercial-1
OPP-822,EMEA,Commercial,Negotiation,Outbound,3.86,2024-01-27,2025-07-11,20881.03,1740.09,20881.03,EMEA-Commercial-2
OPP-823,EMEA,Commercial,Negotiation,Outbound,2.69,2024-01-29,,28627.97,2385.66,28627.97,EMEA-Commercial-3
OPP-824,EMEA,Commercial,Proposal Sent,Inbound,8.85,2023-05-09,2023-06-27,24007.2,2000.6,24007.2,EMEA-Commercial-1
OPP-825,EMEA,Commercial,Qualified,Event,6.92,2023-05-20,2025-06-01,31209.73,2600.81,31209.73,EMEA-Commercial-3
OPP-826,EMEA,Commercial,Closed Won,Partner,9.37,2024-09-30,2025-12-10,36503.82,3041.99,36503.82,EMEA-Commercial-2
OPP-827,EMEA,Commercial,Closed Won,Outbound,3.03,2024-03-10,2025-11-17,25603.12,2133.59,25603.12,EMEA-Commercial-1
OPP-828,EMEA,Commercial,Qualified,Outbound,4.7,2024-07-13,2023-04-10,36170.1,3014.17,36170.1,EMEA-Commercial-3
OPP-829,EMEA,Commercial,Proposal Sent,Partner,2.02,2024-05-08,,39455.84,3287.99,39455.84,EMEA-Commercial-3
OPP-830,EMEA,Commercial,Negotiation,Outbound,8.73,2023-10-14,2023-07-11,17001.58,1416.8,17001.58,EMEA-Commercial-3
OPP-831,EMEA,Commercial,Negotiation,Inbound,6.68,2024-11-10,,28083.92,2340.33,28083.92,EMEA-Commercial-1
OPP-832,EMEA,Commercial,Negotiation,Event,3.81,2023-02-24,,16952.05,1412.67,16952.05,EMEA-Commercial-1
OPP-833,EMEA,Commercial,Qualified,Outbound,9.15,2024-08-10,,28375.83,2364.65,28375.83,EMEA-Commercial-2
OPP-834,EMEA,Commercial,Closed Lost,Event,3.6,2023-02-06,2024-10-15,25525.4,2127.12,25525.4,EMEA-Commercial-2
OPP-835,EMEA,Commercial,Proposal Sent,Inbound,5.26,2023-06-23,2024-09-20,33174.29,2764.52,33174.29,EMEA-Commercial-2
OPP-836,EMEA,Commercial,Negotiation,Inbound,1.74,2024-06-01,2024-08-23,35222.39,2935.2,35222.39,EMEA-Commercial-1
OPP-837,EMEA,Commercial,Negotiation,Inbound,3.31,2023-04-25,2023-12-07,21301.27,1775.11,21301.27,EMEA-Commercial-2
OPP-838,EMEA,Commercial,Proposal Sent,Inbound,8.04,2023-08-30,2023-04-09,31478.89,2623.24,31478.89,EMEA-Commercial-1
OPP-839,EMEA,Commercial,Qualified,Inbound,9.41,2023-06-07,,23571.2,1964.27,23571.2,EMEA-Commercial-2
OPP-840,EMEA,Commercial,Proposal Sent,Outbound,6.95,2024-10-14,2025-01-07,33819.03,2818.25,33819.03,EMEA-Commercial-2
OPP-841,EMEA,Commercial,Qualified,Event,1.47,2024-04-20,2024-10-10,16358.14,1363.18,16358.14,EMEA-Commercial-2
OPP-842,EMEA,Commercial,Closed Won,Marketing Campaign,3.1,2024-11-30,,26906.66,2242.22,26906.66,EMEA-Commercial-2
OPP-843,EMEA,Commercial,Qualified,Event,1.11,2024-04-04,2024-11-08,26864.74,2238.73,26864.74,EMEA-Commercial-2
OPP-844,EMEA,Commercial,Negotiation,Inbound,9.26,2024-10-14,2025-07-04,39044.07,3253.67,39044.07,EMEA-Commercial-3
OPP-845,EMEA,Commercial,Negotiation,Inbound,3.43,2023-04-11,2025-04-12,30262.14,2521.84,30262.14,EMEA-Commercial-1
OPP-846,EMEA,Commercial,Negotiation,Inbound,7.05,2023-07-19,2024-02-04,26527.71,2210.64,26527.71,EMEA-Commercial-3
OPP-847,EMEA,Commercial,Qualified,Inbound,1.61,2024-02-26,2023-09-01,22831.75,1902.65,22831.75,EMEA-Commercial-3
OPP-848,EMEA,Commercial,Proposal Sent,Partner,3.27,2023-02-04,2023-08-08,32137.49,2678.12,32137.49,EMEA-Commercial-2
OPP-849,EMEA,Commercial,Proposal Sent,Event,2.95,2024-09-05,2023-10-04,16422.05,1368.5,16422.05,EMEA-Commercial-1
OPP-850,EMEA,Commercial,Negotiation,Outbound,7.87,2024-10-25,2024-02-14,17159.66,1429.97,17159.66,EMEA-Commercial-1
OPP-851,EMEA,Commercial,Negotiation,Inbound,5.2,2023-03-19,2024-08-20,37400.04,3116.67,37400.04,EMEA-Commercial-1
OPP-852,EMEA,Commercial,Negotiation,Partner,7.93,2023-09-21,2023-07-02,34233.98,2852.83,34233.98,EMEA-Commercial-3
OPP-853,EMEA,Commercial,Qualified,Outbound,9.96,2023-09-22,,21932.19,1827.68,21932.19,EMEA-Commercial-1
OPP-854,EMEA,Commercial,Proposal Sent,Outbound,9.36,2024-09-16,2025-11-04,21616.62,1801.38,21616.62,EMEA-Commercial-2
OPP-855,EMEA,Commercial,Proposal Sent,Outbound,6.53,2023-04-19,,17710.76,1475.9,17710.76,EMEA-Commercial-1
OPP-856,EMEA,Commercial,Qualified,Inbound,6.14,2023-09-14,,32885.01,2740.42,32885.01,EMEA-Commercial-1
OPP-857,EMEA,Commercial,Proposal Sent,Partner,1.01,2023-02-08,2024-07-30,15469.12,1289.09,15469.12,EMEA-Commercial-1
OPP-858,EMEA,Commercial,Proposal Sent,Outbound,1.03,2024-12-25,,18790.19,1565.85,18790.19,EMEA-Commercial-3
OPP-859,EMEA,Commercial,Proposal Sent,Event,8.03,2023-03-13,2023-02-07,27266.99,2272.25,27266.99,EMEA-Commercial-1
OPP-860,EMEA,Commercial,Negotiation,Event,2.09,2024-07-02,,24610.6,2050.88,24610.6,EMEA-Commercial-1
OPP-861,EMEA,Commercial,Negotiation,Outbound,6.69,2024-10-24,2024-12-28,23972.96,1997.75,23972.96,EMEA-Commercial-1
OPP-862,EMEA,Commercial,Proposal Sent,Event,6.83,2023-06-30,2025-03-28,17011.42,1417.62,17011.42,EMEA-Commercial-3
OPP-863,EMEA,Commercial,Qualified,Outbound,1.96,2024-12-06,2023-07-24,31518.35,2626.53,31518.35,EMEA-Commercial-2
OPP-864,EMEA,Commercial,Proposal Sent,Inbound,1.32,2023-01-26,,37130.35,3094.2,37130.35,EMEA-Commercial-2
OPP-865,EMEA,Commercial,Proposal Sent,Inbound,5.86,2023-11-12,2025-08-09,29823.64,2485.3,29823.64,EMEA-Commercial-3
OPP-866,EMEA,Commercial,Qualified,Inbound,4.04,2023-02-13,2024-04-09,39164.35,3263.7,39164.35,EMEA-Commercial-3
OPP-867,EMEA,Commercial,Negotiation,Outbound,7.1,2024-07-03,2024-05-23,35177.59,2931.47,35177.59,EMEA-Commercial-3
OPP-868,EMEA,Commercial,Qualified,Inbound,6.88,2024-04-27,,38120.4,3176.7,38120.4,EMEA-Commercial-3
OPP-869,EMEA,Commercial,Qualified,Partner,1.13,2024-10-09,2024-10-22,30459.3,2538.28,30459.3,EMEA-Commercial-2
OPP-870,EMEA,Commercial,Qualified,Partner,8.52,2023-03-07,,35518.48,2959.87,35518.48,EMEA-Commercial-3
OPP-871,EMEA,Commercial,Proposal Sent,Event,2.99,2023-07-27,2025-05-04,17658.28,1471.52,17658.28,EMEA-Commercial-3
OPP-872,EMEA,Commercial,Closed Lost,Outbound,2.24,2023-08-07,,23105.87,1925.49,23105.87,EMEA-Commercial-1
OPP-873,EMEA,Commercial,Proposal Sent,Inbound,2.27,2024-03-01,2025-02-27,29827.13,2485.59,29827.13,EMEA-Commercial-1
OPP-874,EMEA,Commercial,Proposal Sent,Marketing Campaign,1.37,2023-04-13,,28835.19,2402.93,28835.19,EMEA-Commercial-2
OPP-875,EMEA,Commercial,Proposal Sent,Inbound,8.92,2023-03-24,2024-02-03,30804.87,2567.07,30804.87,EMEA-Commercial-3
OPP-876,EMEA,Commercial,Negotiation,Outbound,3.55,2024-12-11,,38153.42,3179.45,38153.42,EMEA-Commercial-2
OPP-877,EMEA,Commercial,Negotiation,Inbound,6.76,2024-06-19,2024-06-04,34314.07,2859.51,34314.07,EMEA-Commercial-1
OPP-878,EMEA,Commercial,Negotiation,Inbound,2.62,2024-05-26,2023-07-31,38452.24,3204.35,38452.24,EMEA-Commercial-2
OPP-879,EMEA,Commercial,Negotiation,Inbound,1.04,2023-08-30,2023-08-15,30679.79,2556.65,30679.79,EMEA-Commercial-2
OPP-880,EMEA,Commercial,Closed Won,Marketing Campaign,5.57,2024-04-20,,30473.02,2539.42,30473.02,EMEA-Commercial-1
OPP-881,EMEA,Commercial,Qualified,Inbound,8.17,2024-12-02,,31483.18,2623.6,31483.18,EMEA-Commercial-2
OPP-882,EMEA,Commercial,Proposal Sent,Inbound,9.3,2023-02-25,2024-09-06,37787.11,3148.93,37787.11,EMEA-Commercial-3
OPP-883,EMEA,Commercial,Qualified,Partner,9.01,2024-04-09,2023-05-19,20239.74,1686.65,20239.74,EMEA-Commercial-1
OPP-884,EMEA,Commercial,Qualified,Event,5.37,2023-04-29,2024-05-27,38121.53,3176.79,38121.53,EMEA-Commercial-1
OPP-885,EMEA,Commercial,Proposal Sent,Inbound,2.79,2024-11-24,,33035.08,2752.92,33035.08,EMEA-Commercial-1
OPP-886,EMEA,Commercial,Qualified,Inbound,3.13,2024-02-27,,20751.58,1729.3,20751.58,EMEA-Commercial-2
OPP-887,EMEA,Commercial,Qualified,Outbound,5.36,2024-03-22,2025-08-20,24388.31,2032.36,24388.31,EMEA-Commercial-2
OPP-888,EMEA,Commercial,Proposal Sent,Outbound,2.75,2024-01-03,,19451.52,1620.96,19451.52,EMEA-Commercial-3
OPP-889,EMEA,Commercial,Qualified,Partner,1.54,2023-05-20,2025-09-11,20055.27,1671.27,20055.27,EMEA-Commercial-2
OPP-890,EMEA,Commercial,Qualified,Inbound,8.98,2024-09-10,2024-01-15,26464.47,2205.37,26464.47,EMEA-Commercial-1
OPP-891,EMEA,Commercial,Proposal Sent,Inbound,4.71,2024-06-18,2024-04-19,29453.04,2454.42,29453.04,EMEA-Commercial-3
OPP-892,EMEA,Commercial,Closed Won,Inbound,7.57,2023-09-10,2025-07-09,29789.52,2482.46,29789.52,EMEA-Commercial-2
OPP-893,EMEA,Commercial,Closed Won,Outbound,2.34,2024-08-10,,29486.68,2457.22,29486.68,EMEA-Commercial-1
OPP-894,EMEA,Commercial,Qualified,Marketing Campaign,7.6,2024-05-31,2025-04-18,25444.3,2120.36,25444.3,EMEA-Commercial-1
OPP-895,EMEA,Commercial,Negotiation,Event,5.07,2023-09-04,2023-02-26,26981.73,2248.48,26981.73,EMEA-Commercial-2
OPP-896,EMEA,Commercial,Proposal Sent,Inbound,4.23,2023-09-02,2023-08-05,32329.0,2694.08,32329.0,EMEA-Commercial-3
OPP-897,EMEA,Commercial,Negotiation,Inbound,5.13,2024-08-07,,15398.25,1283.19,15398.25,EMEA-Commercial-2
OPP-898,EMEA,Commercial,Proposal Sent,Event,8.87,2024-02-20,2025-02-28,15610.34,1300.86,15610.34,EMEA-Commercial-1
OPP-899,EMEA,Commercial,Negotiation,Inbound,6.65,2024-01-30,,30670.27,2555.86,30670.27,EMEA-Commercial-2
OPP-900,EMEA,Commercial,Qualified,Outbound,3.43,2024-09-19,2024-03-31,23322.65,1943.55,23322.65,EMEA-Commercial-1
OPP-901,EMEA,Commercial,Qualified,Event,7.62,2023-02-26,2025-02-15,34692.3,2891.03,34692.3,EMEA-Commercial-2
OPP-902,EMEA,Commercial,Qualified,Outbound,6.57,2024-01-10,2023-06-18,37199.45,3099.95,37199.45,EMEA-Commercial-2
OPP-903,EMEA,Commercial,Negotiation,Inbound,4.01,2024-07-06,2025-10-07,29018.96,2418.25,29018.96,EMEA-Commercial-3
OPP-904,EMEA,Commercial,Negotiation,Event,7.33,2023-08-19,2024-08-01,33434.5,2786.21,33434.5,EMEA-Commercial-1
OPP-905,EMEA,Commercial,Proposal Sent,Inbound,4.36,2024-04-08,2023-10-10,27589.15,2299.1,27589.15,EMEA-Commercial-3
OPP-906,EMEA,Commercial,Proposal Sent,Event,9.1,2024-04-07,2023-06-15,26754.1,2229.51,26754.1,EMEA-Commercial-3
OPP-907,EMEA,Commercial,Closed Won,Inbound,4.52,2023-07-03,2023-07-08,19708.84,1642.4,19708.84,EMEA-Commercial-3
OPP-908,EMEA,Commercial,Qualified,Partner,5.47,2023-07-29,2023-03-19,17734.12,1477.84,17734.12,EMEA-Commercial-3
OPP-909,EMEA,Commercial,Closed Lost,Outbound,2.19,2023-12-22,2023-03-16,22329.24,1860.77,22329.24,EMEA-Commercial-2
OPP-910,EMEA,Commercial,Qualified,Event,3.09,2024-06-16,2025-05-24,22287.92,1857.33,22287.92,EMEA-Commercial-1
OPP-911,EMEA,Commercial,Negotiation,Event,5.38,2024-11-12,2025-07-31,29467.62,2455.63,29467.62,EMEA-Commercial-1
OPP-912,EMEA,Commercial,Proposal Sent,Event,3.76,2023-09-24,2025-03-03,26450.18,2204.18,26450.18,EMEA-Commercial-2
OPP-913,EMEA,Commercial,Negotiation,Inbound,4.18,2024-04-11,,39268.1,3272.34,39268.1,EMEA-Commercial-2
OPP-914,EMEA,Commercial,Qualified,Outbound,2.64,2023-06-29,,30465.76,2538.81,30465.76,EMEA-Commercial-3
OPP-915,EMEA,Commercial,Negotiation,Inbound,3.14,2023-02-12,,32321.48,2693.46,32321.48,EMEA-Commercial-2
OPP-916,EMEA,Commercial,Proposal Sent,Outbound,2.85,2024-12-25,2024-11-11,29363.13,2446.93,29363.13,EMEA-Commercial-1
OPP-917,EMEA,Commercial,Qualified,Outbound,9.78,2024-06-30,2023-03-24,39450.56,3287.55,39450.56,EMEA-Commercial-3
OPP-918,EMEA,Commercial,Proposal Sent,Inbound,5.12,2023-11-24,2025-12-06,25114.06,2092.84,25114.06,EMEA-Commercial-2
OPP-919,EMEA,Commercial,Negotiation,Outbound,3.61,2024-08-10,2025-07-25,23282.02,1940.17,23282.02,EMEA-Commercial-2
OPP-920,EMEA,Commercial,Qualified,Outbound,1.36,2024-11-25,2024-10-23,23467.11,1955.59,23467.11,EMEA-Commercial-2
OPP-921,EMEA,Commercial,Negotiation,Inbound,4.22,2023-12-01,2024-03-06,15619.89,1301.66,15619.89,EMEA-Commercial-2
OPP-922,EMEA,Commercial,Qualified,Marketing Campaign,3.5,2023-01-24,2025-08-01,29585.79,2465.48,29585.79,EMEA-Commercial-3
OPP-923,EMEA,Commercial,Closed Lost,Marketing Campaign,4.55,2024-05-17,2025-12-14,31926.58,2660.55,31926.58,EMEA-Commercial-2
OPP-924,EMEA,Commercial,Closed Won,Outbound,2.33,2024-03-13,2025-03-05,38585.05,3215.42,38585.05,EMEA-Commercial-1
OPP-925,EMEA,Commercial,Proposal Sent,Inbound,5.01,2024-07-28,2025-07-29,15304.77,1275.4,15304.77,EMEA-Commercial-1
OPP-926,EMEA,Commercial,Proposal Sent,Outbound,2.47,2024-03-10,,33538.19,2794.85,33538.19,EMEA-Commercial-2
OPP-927,EMEA,Commercial,Closed Won,Outbound,2.29,2023-11-07,2024-12-18,25354.84,2112.9,25354.84,EMEA-Commercial-2
OPP-928,EMEA,Commercial,Closed Lost,Event,1.8,2024-02-24,2024-08-13,16652.89,1387.74,16652.89,EMEA-Commercial-1
OPP-929,EMEA,Commercial,Proposal Sent,Partner,7.8,2023-05-21,2025-03-23,25362.85,2113.57,25362.85,EMEA-Commercial-2
OPP-930,EMEA,Commercial,Proposal Sent,Event,3.72,2024-08-22,2025-09-07,22236.58,1853.05,22236.58,EMEA-Commercial-2
OPP-931,EMEA,Commercial,Negotiation,Inbound,3.7,2024-10-17,,20613.01,1717.75,20613.01,EMEA-Commercial-3
OPP-932,EMEA,Commercial,Negotiation,Event,4.75,2024-05-18,,26813.53,2234.46,26813.53,EMEA-Commercial-3
OPP-933,EMEA,Commercial,Qualified,Event,5.44,2023-03-10,2025-02-10,31119.65,2593.3,31119.65,EMEA-Commercial-3
OPP-934,EMEA,Commercial,Proposal Sent,Event,6.65,2024-05-02,,29526.64,2460.55,29526.64,EMEA-Commercial-3
OPP-935,EMEA,Commercial,Proposal Sent,Partner,1.16,2023-09-23,2023-05-31,35457.02,2954.75,35457.02,EMEA-Commercial-2
OPP-936,EMEA,Commercial,Proposal Sent,Partner,4.22,2023-02-24,2025-06-09,18653.43,1554.45,18653.43,EMEA-Commercial-3
OPP-937,EMEA,Commercial,Closed Lost,Inbound,3.62,2024-10-16,,30906.18,2575.51,30906.18,EMEA-Commercial-3
OPP-938,EMEA,Commercial,Negotiation,Inbound,1.85,2023-06-21,2024-11-09,27846.66,2320.55,27846.66,EMEA-Commercial-3
OPP-939,EMEA,Commercial,Negotiation,Inbound,7.17,2024-12-05,2025-01-21,35670.55,2972.55,35670.55,EMEA-Commercial-1
OPP-940,EMEA,Commercial,Qualified,Outbound,4.36,2024-05-11,2023-12-31,35582.87,2965.24,35582.87,EMEA-Commercial-1
OPP-941,EMEA,Commercial,Qualified,Inbound,2.7,2024-07-26,2023-09-22,17560.45,1463.37,17560.45,EMEA-Commercial-3
OPP-942,EMEA,Commercial,Closed Won,Inbound,2.18,2023-01-18,2024-10-31,25433.66,2119.47,25433.66,EMEA-Commercial-2
OPP-943,EMEA,Commercial,Qualified,Outbound,9.89,2024-06-19,,32276.27,2689.69,32276.27,EMEA-Commercial-1
OPP-944,EMEA,Commercial,Negotiation,Inbound,8.33,2023-08-16,2023-11-19,23551.13,1962.59,23551.13,EMEA-Commercial-1
OPP-945,EMEA,Commercial,Proposal Sent,Inbound,9.83,2024-03-11,2023-09-17,32201.18,2683.43,32201.18,EMEA-Commercial-1
OPP-946,EMEA,Commercial,Negotiation,Event,1.38,2023-04-21,2025-12-18,16943.38,1411.95,16943.38,EMEA-Commercial-1
OPP-947,EMEA,Commercial,Proposal Sent,Marketing Campaign,1.39,2023-11-05,2023-08-17,29829.4,2485.78,29829.4,EMEA-Commercial-1
OPP-948,EMEA,Commercial,Closed Won,Inbound,9.11,2023-07-09,2023-04-01,34559.27,2879.94,34559.27,EMEA-Commercial-2
OPP-949,EMEA,Commercial,Closed Won,Marketing Campaign,9.54,2023-12-23,2025-11-22,17269.48,1439.12,17269.48,EMEA-Commercial-3
OPP-950,EMEA,Commercial,Negotiation,Outbound,1.62,2024-08-15,,34520.05,2876.67,34520.05,EMEA-Commercial-2
OPP-951,EMEA,Commercial,Negotiation,Marketing Campaign,2.55,2024-07-04,2023-08-22,28220.97,2351.75,28220.97,EMEA-Commercial-3
OPP-952,EMEA,Commercial,Closed Won,Event,5.27,2024-12-15,2025-07-20,38105.8,3175.48,38105.8,EMEA-Commercial-3
OPP-953,EMEA,Commercial,Qualified,Event,9.83,2024-03-10,2024-05-12,31838.14,2653.18,31838.14,EMEA-Commercial-3
OPP-954,EMEA,Commercial,Negotiation,Inbound,5.19,2024-06-16,2025-02-09,25189.45,2099.12,25189.45,EMEA-Commercial-2
OPP-955,EMEA,Commercial,Proposal Sent,Inbound,3.95,2023-04-29,2025-08-24,32618.27,2718.19,32618.27,EMEA-Commercial-2
OPP-956,EMEA,Commercial,Proposal Sent,Marketing Campaign,5.0,2024-07-21,2025-06-26,30009.74,2500.81,30009.74,EMEA-Commercial-2
OPP-957,EMEA,Commercial,Qualified,Event,5.28,2024-11-26,2023-02-27,19719.62,1643.3,19719.62,EMEA-Commercial-2
OPP-958,EMEA,Commercial,Proposal Sent,Inbound,4.94,2024-11-05,2023-10-03,39968.08,3330.67,39968.08,EMEA-Commercial-2
OPP-959,EMEA,Commercial,Proposal Sent,Outbound,1.92,2023-06-22,2024-03-14,18584.19,1548.68,18584.19,EMEA-Commercial-1
OPP-960,EMEA,Commercial,Proposal Sent,Marketing Campaign,2.1,2024-03-10,,23465.79,1955.48,23465.79,EMEA-Commercial-1
OPP-961,EMEA,Commercial,Negotiation,Outbound,3.46,2024-10-21,,21962.96,1830.25,21962.96,EMEA-Commercial-2
OPP-962,EMEA,Commercial,Negotiation,Marketing Campaign,9.89,2024-06-07,2025-08-20,23902.43,1991.87,23902.43,EMEA-Commercial-3
OPP-963,EMEA,Commercial,Qualified,Outbound,6.66,2023-05-18,2023-05-20,17700.92,1475.08,17700.92,EMEA-Commercial-2
OPP-964,EMEA,Commercial,Proposal Sent,Inbound,2.61,2024-09-11,2023-12-10,35757.81,2979.82,35757.81,EMEA-Commercial-3
OPP-965,EMEA,Commercial,Negotiation,Event,6.95,2024-06-16,,22568.82,1880.73,22568.82,EMEA-Commercial-1
OPP-966,EMEA,Commercial,Qualified,Partner,5.41,2023-09-25,2023-03-09,34818.29,2901.52,34818.29,EMEA-Commercial-3
OPP-967,EMEA,Commercial,Qualified,Outbound,9.23,2024-01-28,2025-03-12,38814.51,3234.54,38814.51,EMEA-Commercial-2
OPP-968,EMEA,Commercial,Qualified,Inbound,6.93,2023-11-07,,26063.9,2171.99,26063.9,EMEA-Commercial-3
OPP-969,EMEA,Commercial,Proposal Sent,Inbound,4.5,2023-04-23,2025-11-01,19103.61,1591.97,19103.61,EMEA-Commercial-2
OPP-970,EMEA,Commercial,Negotiation,Outbound,5.28,2023-06-10,2025-04-12,31501.96,2625.16,31501.96,EMEA-Commercial-3
OPP-971,EMEA,Commercial,Proposal Sent,Outbound,7.09,2023-10-19,2023-03-30,21584.77,1798.73,21584.77,EMEA-Commercial-1
OPP-972,EMEA,Commercial,Qualified,Outbound,8.29,2024-08-20,2024-12-30,29761.59,2480.13,29761.59,EMEA-Commercial-1
